0.20600	0.00100	2.00000	0.02000	102.00000	2.00000
0.29400	0.00100	2.86000	0.02000	102.00000	2.00000
0.51200	0.00200	5.04000	0.02000	102.00000	2.00000
0.62000	0.00200	5.96000	0.02000	101.00000	2.00000
0.71200	0.00200	6.88000	0.02000	102.00000	2.00000
0.80000	0.00400	7.68000	0.02000	102.00000	2.00000
0.89600	0.00400	8.72000	0.04000	103.00000	2.00000
1.03000	0.00400	9.92000	0.04000	102.00000	2.00000
1.12000	0.00400	10.60000	0.04000	101.00000	2.00000
1.21000	0.00400	11.50000	0.04000	103.00000	2.00000
1.30000	0.00400	12.60000	0.04000	102.00000	2.00000

