2.0000	220.00000E-3
2.0000	239.99999E-3
2.0000	239.99999E-3
2.0000	220.00000E-3
2.0000	239.99999E-3
2.0000	220.00000E-3
2.0000	220.00000E-3
2.0000	239.99999E-3
2.0000	239.99999E-3
2.0000	259.99999E-3
2.0000	259.99999E-3
2.0000	239.99999E-3
2.0000	259.99999E-3
2.0000	259.99999E-3
2.0000	259.99999E-3
2.0000	280.00000E-3
2.0000	259.99999E-3
2.0000	280.00000E-3
2.0000	259.99999E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	299.99998E-3
2.0000	259.99999E-3
2.0000	259.99999E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	259.99999E-3
4.00000	280.00000E-3
4.00000	299.99998E-3
2.0000	259.99999E-3
2.0000	280.00000E-3
4.00000	259.99999E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
2.0000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	299.99998E-3
4.00000	280.00000E-3
4.00000	259.99999E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	299.99998E-3
4.00000	280.00000E-3
4.00000	299.99998E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	259.99999E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	259.99999E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
6.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	259.99999E-3
6.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
6.00000	259.99999E-3
4.00000	259.99999E-3
4.00000	280.00000E-3
4.00000	259.99999E-3
4.00000	259.99999E-3
4.00000	239.99999E-3
4.00000	280.00000E-3
4.00000	280.00000E-3
6.00000	280.00000E-3
4.00000	259.99999E-3
6.00000	259.99999E-3
4.00000	259.99999E-3
4.00000	259.99999E-3
4.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	280.00000E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	280.00000E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	280.00000E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
8.000000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
8.000000	259.99999E-3
8.000000	259.99999E-3
8.000000	259.99999E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
6.00000	280.00000E-3
6.00000	259.99999E-3
6.00000	259.99999E-3
8.000000	259.99999E-3
