0	0.00676666666667
2	0.005
4	0.016
5	0.0213333333333
6	0.027
7	0.0261111111111
8	0.0307272727273
9	0.0483
10	0.0634705902647
11	0.0742857178571
12	0.0816129075806
13	0.0859000046
14	0.0906666725758
15	0.0947272756364
16	0.0983333363
17	0.10136
18	0.10335483871
19	0.096608698913
20	0.078294121
21	0.05830000165
22	0.044064516129
23	0.0388571428571
24	0.0266285714286
25	0.030380952381
26	0.0789756129512
27	0.0763636392727
28	0.0965142894571
29	0.107578947368
30	0.120666666667
31	0.132916666667
32	0.145939395152
33	0.153636371364
34	0.161133338333
35	0.167272737273
36	0.165375006875
37	0.156555563889
38	0.140303031212
39	0.12147826087
40	0.103733334333
41	0.0850833382083
42	0.0713333348667
43	0.0732000022
44	0.0764848511818
45	0.0941818246364
46	0.101800001133
47	0.119454545455
48	0.143333335833
49	0.170190481905
50	0.19662501
51	0.22357896
52	0.25139395
53	0.277000012727
54	0.294875012812
55	0.304571448571
56	0.306812524063
57	0.303454564545
58	0.292838722581
59	0.278285731429
60	0.270774204516
61	0.260454560909
62	0.259294137647
63	0.262095252381
64	0.273687512813
65	0.2928333475
66	0.321030321212
67	0.35221054
68	0.3902666868
69	0.432521760304
70	0.438000023
71	0.438000023
72	0.438000023
73	0.438000023
74	0.438000023
75	0.438000023
76	0.438000023
77	0.438000023
78	0.438000023
79	0.438000023
80	0.438000023
