0.0110000	0.0050000	0.0980000	0.0010000
0.1180000	0.0040000	1.0000000	0.0100000
0.0344000	0.0005000	0.3000000	0.0030000
0.1600000	0.0040000	1.3100000	0.0130000
0.1940000	0.0100000	1.5900000	0.0160000
0.3400000	0.0080000	2.5000000	0.0250000
0.5640000	0.0080000	3.5000000	0.0350000
1.0300000	0.0200000	4.6000000	0.0460000
2.4800000	0.0400000	5.6000000	0.0560000
4.4000000	0.0800000	5.9900000	0.0600000
3.0600000	0.0800000	5.7450000	0.0570000
5.9200000	0.0800000	6.1800000	0.0610000
6.4800000	0.0800000	6.4300000	0.0640000
5.5600000	0.0800000	6.5800000	0.0660000
3.8000000	0.0800000	6.8300000	0.0680000
2.9200000	0.0400000	7.0500000	0.0700000
2.3800000	0.0800000	7.2500000	0.0720000
1.8800000	0.0400000	7.5000000	0.0750000
1.3700000	0.0200000	8.0000000	0.0800000
1.0700000	0.0200000	8.5400000	0.0850000
0.8960000	0.0100000	9.0200000	0.0900000
0.6640000	0.0100000	10.0000000	0.1000000
0.0970000	0.0010000	27.6000000	0.2760000
0.2800000	0.0400000	15.2000000	0.1500000
1.4100000	0.0200000	5.0000000	0.0500000

