1.03000000	0.02000000	4600.00000000	4.60000000	46.00000000	0.04600000
2.48000000	0.04000000	5600.00000000	5.60000000	56.00000000	0.05600000
4.40000000	0.08000000	5990.00000000	5.99000000	60.00000000	0.06000000
3.06000000	0.08000000	5745.00000000	5.74500000	57.00000000	0.05700000
5.92000000	0.08000000	6180.00000000	6.18000000	61.00000000	0.06100000
6.48000000	0.08000000	6430.00000000	6.43000000	64.00000000	0.06400000
5.56000000	0.08000000	6580.00000000	6.58000000	66.00000000	0.06600000
3.80000000	0.08000000	6830.00000000	6.83000000	68.00000000	0.06800000
2.92000000	0.04000000	7050.00000000	7.05000000	70.00000000	0.07000000
2.38000000	0.08000000	7250.00000000	7.25000000	72.00000000	0.07200000
1.88000000	0.04000000	7500.00000000	7.50000000	75.00000000	0.07500000
1.37000000	0.02000000	8000.00000000	8.00000000	80.00000000	0.08000000
1.07000000	0.02000000	8540.00000000	8.54000000	85.00000000	0.08500000
0.89600000	0.01000000	9020.00000000	9.02000000	90.00000000	0.09000000
0.66400000	0.01000000	10000.00000000	10.00000000	100.00000000	0.10000000

