2.48000000	0.04000000	5600.00000000	5.60000000	56.00000000	0.05600000
4.40000000	0.08000000	5990.00000000	5.99000000	60.00000000	0.06000000
3.06000000	0.08000000	5745.00000000	5.74500000	57.00000000	0.05700000
5.92000000	0.08000000	6180.00000000	6.18000000	61.00000000	0.06100000
6.48000000	0.08000000	6430.00000000	6.43000000	64.00000000	0.06400000
5.56000000	0.08000000	6580.00000000	6.58000000	66.00000000	0.06600000
3.80000000	0.08000000	6830.00000000	6.83000000	68.00000000	0.06800000
2.92000000	0.04000000	7050.00000000	7.05000000	70.00000000	0.07000000
2.38000000	0.08000000	7250.00000000	7.25000000	72.00000000	0.07200000

