1.78000000	0.02424000	80.00000000	5.00000000
8.16000000	0.07528000	90.00000000	5.00000000
10.00000000	0.18000000	100.00000000	5.00000000
15.10000000	0.22080000	107.00000000	5.00000000
21.40000000	0.27120000	110.00000000	5.00000000
46.30000000	0.47040000	140.00000000	5.00000000
55.70000000	0.54560000	145.00000000	5.00000000
80.80000000	0.74640000	175.00000000	10.00000000
99.20000000	0.89360000	180.00000000	10.00000000
117.60000000	1.94080000	215.00000000	10.00000000
147.00000000	2.17600000	220.00000000	10.00000000
216.00000000	2.72800000	230.00000000	10.00000000
