5.36000000	0.04000000	0.00098000	0.00001000
5.36000000	0.04000000	0.00970000	0.00009700
5.36000000	0.04000000	0.09800000	0.00100000
5.36000000	0.04000000	0.99000000	0.01000000
5.36000000	0.04000000	3.00000000	0.03000000
5.36000000	0.04000000	5.98000000	0.06000000
4.96000000	0.04000000	10.00000000	0.10000000
4.24000000	0.04000000	14.80000000	0.14800000
3.48000000	0.04000000	20.10000000	0.20100000
2.84000000	0.02000000	25.50000000	0.25500000
1.37000000	0.02000000	49.70000000	0.50000000
0.52000000	0.01000000	100.00000000	1.00000000

