5.36000000	0.04000000	0.98000000	0.00098000	0.01000000	0.00001000
5.36000000	0.04000000	9.70000000	0.00970000	0.09700000	0.00009700
5.36000000	0.04000000	98.00000000	0.09800000	1.00000000	0.00100000
5.36000000	0.04000000	990.00000000	0.99000000	10.00000000	0.01000000
5.36000000	0.04000000	3000.00000000	3.00000000	30.00000000	0.03000000
5.36000000	0.04000000	5980.00000000	5.98000000	60.00000000	0.06000000
4.96000000	0.04000000	10000.00000000	10.00000000	100.00000000	0.10000000
4.24000000	0.04000000	14800.00000000	14.80000000	148.00000000	0.14800000
3.48000000	0.04000000	20100.00000000	20.10000000	201.00000000	0.20100000
2.84000000	0.02000000	25500.00000000	25.50000000	255.00000000	0.25500000
1.37000000	0.02000000	49700.00000000	49.70000000	500.00000000	0.50000000
0.52000000	0.01000000	100000.00000000	100.00000000	1000.00000000	1.00000000

