529.10053	11.40000	0.15700	11.80000	0.10000
529.10053	49.10000	0.34550	8.52000	0.01000
529.10053	164.00000	0.92000	2.40000	0.01000
529.10053	250.00000	2.25000	0.16000	0.01000
529.10053	352.00000	2.76000	-1.18000	0.01000
529.10053	456.00000	3.28000	-1.78000	0.01000
529.10053	503.00000	3.51500	-1.90000	0.01000
529.10053	553.00000	3.76500	-1.99000	0.01000
529.10053	610.00000	4.05000	-2.04000	0.01000
529.10053	871.00000	5.35500	-2.17000	0.01000
529.10053	1230.00000	7.15000	-2.23000	0.01000
529.10053	1613.00000	9.06500	-2.27000	0.01000
529.10053	1935.00000	10.67500	-2.30000	0.01000
529.10053	2010.00000	20.05000	-2.30000	0.01000
529.10053	109.00000	0.64500	3.76000	0.01000
529.10053	304.00000	1.62000	-0.90000	0.01000
529.10053	2300.00000	21.50000	-2.32000	0.01000
529.10053	201.00000	1.10500	1.35000	0.05000

