601.20240	10.20000	0.15100	6.18000	0.01000
601.20240	71.70000	0.45850	4.13000	0.01000
601.20240	122.70000	0.71350	2.85000	0.05000
601.20240	180.30000	1.00150	1.73000	0.02000
601.20240	347.00000	2.73500	-0.33000	0.05000
601.20240	404.00000	3.02000	-0.68000	0.02000
601.20240	451.00000	3.25500	-0.91000	0.01000
601.20240	508.00000	3.54000	-1.12000	0.01000
601.20240	551.00000	3.75500	-1.23000	0.01000
601.20240	601.00000	4.00500	-1.32000	0.01000
601.20240	885.00000	5.42500	-1.45000	0.01000
601.20240	1206.00000	7.03000	-1.47000	0.01000
601.20240	1608.00000	9.04000	-1.49000	0.01000
601.20240	2140.00000	20.70000	-1.51000	0.01000
601.20240	2570.00000	22.85000	-1.52000	0.01000

