549.45055	9.90000	0.15700	17.42000	0.01000
549.45055	71.10000	0.34550	10.30000	0.10000
549.45055	141.00000	1.82000	5.40000	0.05000
549.45055	220.00000	2.25000	1.84000	0.05000
549.45055	300.00000	2.76000	-0.14000	0.05000
549.45055	452.00000	3.28000	-1.76000	0.05000
549.45055	503.00000	3.51500	-1.91000	0.05000
549.45055	551.00000	3.76500	-1.98000	0.05000
549.45055	802.00000	4.05000	-2.07000	0.05000
549.45055	1219.00000	5.35500	-2.11000	0.05000
549.45055	1563.00000	7.15000	-2.13000	0.05000
549.45055	1804.00000	9.06500	-2.15000	0.05000
549.45055	2090.00000	10.67500	-2.16000	0.05000
549.45055	2490.00000	11.05000	-2.17000	0.05000

