0.0130	0.0010	-3.2700	0.0192
0.0781	0.0011	-3.1300	0.0186
0.2640	0.0017	-2.9400	0.0178
0.4620	0.0025	-2.8100	0.0172
1.0200	0.0112	-2.5100	0.0160
1.6900	0.0131	-2.2300	0.0150
2.9400	0.0178	-1.8070	0.0135
4.3400	0.0239	-1.3700	0.0121
6.2200	0.0327	-0.8720	0.0045
8.0100	0.0413	-0.4130	0.0023
9.3600	0.0479	-0.0370	0.0010

