1.3400	0.0120	2.9600	0.0974	0.7000	0.0233
1.1300	0.0115	4.1600	0.1311	0.7000	0.0233
0.9630	0.0049	5.0400	0.1564	0.6800	0.0227
0.7440	0.0039	6.2400	0.1914	0.6600	0.0222
0.5450	0.0029	7.2800	0.2220	0.6400	0.0216
0.4060	0.0023	8.2000	0.2655	0.6400	0.0216
0.2290	0.0015	9.0000	0.2879	0.6400	0.0216
0.0243	0.0002	10.0000	0.3162	0.5000	0.0180
