10.30000	0.15150	1.71000	0.01000
53.30000	0.36650	1.36000	0.01000
98.40000	0.59200	1.05000	0.02000
148.40000	0.84200	0.77000	0.02000
200.00000	2.00000	0.53000	0.02000
319.00000	2.59500	0.14000	0.03000
379.00000	2.89500	0.02000	0.02000
468.00000	3.34000	-0.11700	0.00200
510.00000	3.55000	-0.14500	0.00200
564.00000	3.82000	-0.18800	0.00200
625.00000	4.12500	-0.21200	0.00200
684.00000	4.42000	-0.23000	0.00100
805.00000	5.02500	-0.24900	0.00100
1133.00000	6.66500	-0.26200	0.00100
1509.00000	8.54500	-0.26700	0.00200
1705.00000	9.52500	-0.26900	0.00200
2270.00000	21.35000	-0.27300	0.00200
