tenss	etenss	currr	ecurr
-0.045043588	0.028932435	8.1345126e-05	1.8848035e-05
0.28938317	0.029434076	0.00015382319	2.4646281e-05
0.5345124	0.029801769	0.00019369448	2.7835984e-05
0.80774659	0.03021162	0.0002528108	3.2565291e-05
1.0712352	0.030606853	0.00031422166	3.7478159e-05
1.3557554	0.031033633	0.00038903989	4.3463617e-05
1.6073534	0.031411029	0.00042949402	4.6699948e-05
1.8277658	0.031741649	0.00049345294	5.181666e-05
2.0923376	0.032138508	0.00054383412	5.5847155e-05
2.4091699	0.032613754	0.00058486615	5.9129718e-05
2.6253829	0.032938074	0.00070161774	6.8469846e-05
2.9085882	0.033362884	0.0006771863	6.6515327e-05
3.1791401	0.03376871	0.00080526073	7.6761287e-05
3.4525387	0.034178808	0.00081844145	7.7815741e-05
3.693382	0.034540072	0.00091767858	8.5754713e-05
3.9709511	0.034956425	0.0010338442	9.5047959e-05
4.2295961	0.035344396	0.00095497997	8.8738823e-05
4.4953394	0.035743009	0.0010646341	9.7511154e-05
4.7411261	0.03611169	0.0011104692	0.00010117796
5.0158467	0.036523771	0.00116994	0.00010593562
5.2916589	0.03693749	0.001182012	0.00010690139
5.5540891	0.037331134	0.0013723889	0.00012213153
