tenss	etenss	currr	ecurr
-0.024451071	0.044021957	0.011947733	0.00054992136
0.32903051	0.058161221	0.012645487	0.00057085394
0.64238423	0.07069537	0.013403218	0.00059358589
0.94092703	0.082637079	0.014086605	0.0006140875
1.2694197	0.095776789	0.01485236	0.00063706015
1.6131347	0.10952539	0.015119785	0.00064508291
1.9035541	0.12114216	0.016138261	0.00067563722
2.2395928	0.13458371	0.016746443	0.00069388264
2.5690784	0.14776313	0.017160162	0.00070629426
2.8726213	0.15990485	0.017900318	0.00072849891
3.2200298	0.1738012	0.018318426	0.00074104214
3.54087	0.18663479	0.01932303	0.00077118026
3.8553281	0.19921312	0.019901475	0.00078853359
4.1341648	0.21036659	0.020861838	0.00081734452
4.4852877	0.2244115	0.021878235	0.00084783643
4.8407502	0.23863001	0.022506541	0.00086668559
5.1062675	0.2492507	0.022981409	0.00088093162
5.4706006	0.26382402	0.024025386	0.00091225095
5.7459445	0.27483779	0.025118154	0.00094503397
6.1044211	0.28917685	0.025342949	0.00095177785
6.4061084	0.30124435	0.024948001	0.00093992939
6.7349448	0.31439778	0.025284495	0.00095002423
7.0468955	0.32687581	0.026754582	0.00099412678
7.3945217	0.34078085	0.027264379	0.0010094207
7.7118378	0.35347351	0.027993681	0.0010312998
8.0543356	0.36717343	0.029781615	0.0010849378
8.337594	0.37850377	0.029052678	0.0010630697
8.6843681	0.39237472	0.03029968	0.0011004797
